Date,Station Name,Type,Latitude,Longitude,System,Private Partner,Public Partner,Borough,Census Tract,Phase,Data Collected,Average Radius of Connection (ft),year
2018-09-20,Rockaway Beach and Boardwalk,Outdoor TWC Aerial,40.5961969996,-73.7462619996,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,101001,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,COURT SQ. - LONG ISLAND CITY,Subway Station,40.7465540001,-73.9438320005,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),4,19,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-30,Coney Island Beach & Boardwalk,Outdoor,40.5733810002,-73.9788719999,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),3,352,NA,"Device mac address, IP address, Browsing History",150,2013
2014-12-30,East Flatbush - Brooklyn Public Library,Library,40.6557102014,-73.9149383856,Wifi Hotspots,BPL,Brooklyn Public Library (BPL),3,890,NA,"Device mac address, IP address, Browsing History",150,2014
2013-07-30,Macombs Dam Park,Outdoor,40.8256959997,-73.9273109998,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,63,NA,"Device mac address, IP address, Browsing History",150,2013
2014-03-14,490 Fulton St.,Outdoor,40.6896330001,-73.9831650003,Wifi Hotspots,Downtown Brooklyn,Office of Technology and Innovation (OTI),3,37,NA,"Device mac address, IP address, Browsing History",150,2014
2003-12-12,Seward Park,Library,40.7144564597,-73.9885372705,Wifi Hotspots,NYPL,New York Public Library (NPL),1,1401,NA,"Device mac address, IP address, Browsing History",150,2003
2006-01-01,Pomonok,Library,40.7330342416,-73.8098798843,Wifi Hotspots,QPL,Queens Public Library (QPL),4,122701,NA,"Device mac address, IP address, Browsing History",150,2006
2017-12-30,77 St (R),Subway Station,40.6297420001,-74.0255099998,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),3,136,NA,"Device mac address, IP address, Browsing History",150,2017
2014-05-30,211 129Th Street_HCZ,Outdoor,40.8121859998,-73.9479549997,Wifi Hotspots,Harlem,Office of Technology and Innovation (OTI),1,224,NA,"Device mac address, IP address, Browsing History",150,2014
2013-07-30,Ranaqua Park,Outdoor,40.8445900004,-73.8598,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,238,NA,"Device mac address, IP address, Browsing History",150,2013
2018-05-01,Governors Island,Outdoor,40.6902299998,-74.0146499995,Wifi Hotspots,Fiberless,Office of Technology and Innovation (OTI),1,5,NA,"Device mac address, IP address, Browsing History",150,2018
2006-01-01,300 Jay Street,Outdoor,40.6960269997,-73.9884560003,Wifi Hotspots,City Tech,Office of Technology and Innovation (OTI),3,13,NA,"Device mac address, IP address, Browsing History",150,2006
2017-12-30,"68 St-Hunter College (6) (4, 6)",Subway Station,40.7681409996,-73.9638700004,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,120,NA,"Device mac address, IP address, Browsing History",150,2017
2018-09-20,Midland Beach and Franklin D. Roosevelt Boardwalk,Outdoor,40.5723130001,-74.0860130002,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),5,11201,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,Astor Place (6),Subway Station,40.7300540003,-73.9910699998,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,57,NA,"Device mac address, IP address, Browsing History",150,2017
2017-12-30,75TH AVENUE,Subway Station,40.7183309998,-73.8373240005,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),4,76901,NA,"Device mac address, IP address, Browsing History",150,2017
2017-12-30,VAN WYCK BLVD - BRIARWOOD,Subway Station,40.7091789996,-73.8205739999,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),4,216,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-31,Kissena Park,Outdoor TWC Aerial,40.7499999997,-73.8050600003,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,1207,NA,"Device mac address, IP address, Browsing History",150,2013
2018-05-01,QUEENS BRIDGE - JACOB A. RIIS Settlement House,Indoor AP - North Maintenance Area,40.7557510001,-73.9451659997,Wifi Hotspots,Spot On Networks,Office of Technology and Innovation (OTI),4,25,NA,"Device mac address, IP address, Browsing History",150,2018
2014-03-14,196 Flatbush Ave. Extension (Pole),Outdoor,40.6937210001,-73.9833279997,Wifi Hotspots,Downtown Brooklyn,Office of Technology and Innovation (OTI),3,15,NA,"Device mac address, IP address, Browsing History",150,2014
2013-07-30,Bensonhurst Park,Outdoor,40.59815,-74.0011350002,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),3,292,NA,"Device mac address, IP address, Browsing History",150,2013
2018-09-20,Tony Dapolito Recreation Center,Outdoor,40.729564,-74.0054619998,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),1,67,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,"34th Street - Herald Square - B, D, F, M",Subway Station,40.7497190002,-73.9878229999,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,101,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-30,St. Mary's Park,Indoor,40.811544,-73.9141379999,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,37,NA,"Device mac address, IP address, Browsing History",150,2013
2003-12-12,Francis Martin,Library,40.8574218942,-73.9093163503,Wifi Hotspots,NYPL,New York Public Library (NPL),2,251,NA,"Device mac address, IP address, Browsing History",150,2003
2018-05-01,Governors Island,Outdoor,40.6884600004,-74.0225500005,Wifi Hotspots,Fiberless,Office of Technology and Innovation (OTI),1,5,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,IND - 167th Street - Grand Concourse (D),Subway Station,40.8337730002,-73.9184379998,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),2,197,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-31,Juniper Valley Park,Outdoor,40.7210259999,-73.8779350001,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,663,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-30,Claremont Park,Outdoor,40.8416000001,-73.9071000004,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,171,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-31,Washington Square Park,Outdoor,40.7318629998,-73.9977779999,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),1,63,NA,"Device mac address, IP address, Browsing History",150,2013
2014-12-30,Sunset Park - Brooklyn Public Library,Library,40.645912124,-74.0136300012,Wifi Hotspots,BPL,Brooklyn Public Library (BPL),3,78,NA,"Device mac address, IP address, Browsing History",150,2014
2018-05-01,Governors Island,Outdoor,40.6901699999,-74.0144399999,Wifi Hotspots,Fiberless,Office of Technology and Innovation (OTI),1,5,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,Bushwick Av-Aberdeen St (L),Subway Station,40.6828289997,-73.9052490006,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),3,405,NA,"Device mac address, IP address, Browsing History",150,2017
2003-12-12,115th Street,Library,40.802979882,-73.9535307443,Wifi Hotspots,NYPL,New York Public Library (NPL),1,218,NA,"Device mac address, IP address, Browsing History",150,2003
2013-01-30,8th and 18th,Outdoor,40.7422986209,-74.0007090572,Wifi Hotspots,Google,Office of Technology and Innovation (OTI),1,89,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-30,Wingate Park,Outdoor,40.6574300004,-73.9471600002,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),3,810,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-30,Macombs Dam Park,Outdoor,40.8277990001,-73.9285650002,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,63,NA,"Device mac address, IP address, Browsing History",150,2013
2014-12-30,Eastern Parkway - Brooklyn Public Library,Library,40.6684865101,-73.9336508496,Wifi Hotspots,BPL,Brooklyn Public Library (BPL),3,351,NA,"Device mac address, IP address, Browsing History",150,2014
2017-12-30,"Prince St (N,R)",Subway Station,40.7243290001,-73.9977020004,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,43,NA,"Device mac address, IP address, Browsing History",150,2017
2017-12-30,Canal St (1),Subway Station,40.7228539996,-74.0062770002,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,37,NA,"Device mac address, IP address, Browsing History",150,2017
2017-12-30,Lexington Av-53rd St (E)/51 St (6),Subway Station,40.7575519997,-73.969055,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,98,NA,"Device mac address, IP address, Browsing History",150,2017
2014-03-14,20 Lafayette Ave.,Outdoor,40.6863709996,-73.9785409997,Wifi Hotspots,Downtown Brooklyn,Office of Technology and Innovation (OTI),3,35,NA,"Device mac address, IP address, Browsing History",150,2014
2014-05-30,pole 58: LeWS1N129,Outdoor,40.8105319999,-73.9436709996,Wifi Hotspots,Harlem,Office of Technology and Innovation (OTI),1,224,NA,"Device mac address, IP address, Browsing History",150,2014
2017-12-30,"Bergen St (F,G)",Subway Station,40.6861450003,-73.9908620001,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),3,69,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-31,Baisley Pond Park,Outdoor TWC Aerial,40.6830100001,-73.7848199995,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,288,NA,"Device mac address, IP address, Browsing History",150,2013
2003-12-12,Countee Cullen,Library,40.8148204092,-73.941197673,Wifi Hotspots,NYPL,New York Public Library (NPL),1,228,NA,"Device mac address, IP address, Browsing History",150,2003
2003-12-12,Belmont Library-Enrico Fermi Cultural Center,Library,40.8543469054,-73.8878894289,Wifi Hotspots,NYPL,New York Public Library (NPL),2,391,NA,"Device mac address, IP address, Browsing History",150,2003
2003-12-12,Grand Concourse,Library,40.8440019118,-73.9100871445,Wifi Hotspots,NYPL,New York Public Library (NPL),2,22703,NA,"Device mac address, IP address, Browsing History",150,2003
2013-07-30,Ferry Point Park,Outdoor,40.8210679998,-73.8262099995,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,110,NA,"Device mac address, IP address, Browsing History",150,2013
2018-09-20,Rockaway Beach and Boardwalk,Outdoor,40.5778779999,-73.8357879999,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,938,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,"Lawrence St (M,R)",Subway Station,40.6921799997,-73.9859419996,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),3,11,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-30,Gun Hill Playground,Outdoor,40.8747789997,-73.8650050004,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,374,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-31,Cunningham Park,Outdoor TWC Aerial,40.73121,-73.7740839999,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,1333,NA,"Device mac address, IP address, Browsing History",150,2013
2017-12-30,"72nd St. ΓÇô Broadway - 1, 2, 3",Subway Station,40.7784529998,-73.9819700004,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,159,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-31,"Phil ""Scooter"" Rizzuto Park",Outdoor TWC Aerial,40.6951320003,-73.8208410002,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,148,NA,"Device mac address, IP address, Browsing History",150,2013
2017-12-30,"Canal St (J,M,N,Q,R,Z,6)",Subway Station,40.7188030002,-74.0001930005,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,45,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-31,Owl's Head Park,Outdoor,40.639231,-74.0319329997,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),3,34,NA,"Device mac address, IP address, Browsing History",150,2013
2014-03-14,333 Jay St.,Outdoor,40.6940105,-73.9867065005,Wifi Hotspots,Downtown Brooklyn,Office of Technology and Innovation (OTI),3,11,NA,"Device mac address, IP address, Browsing History",150,2014
2014-03-14,160 Schermerhorn St.,Outdoor,40.6893190003,-73.9871619999,Wifi Hotspots,Downtown Brooklyn,Office of Technology and Innovation (OTI),3,43,NA,"Device mac address, IP address, Browsing History",150,2014
2014-05-30,2321ACP,Outdoor,40.8159360002,-73.9429710003,Wifi Hotspots,Harlem,Office of Technology and Innovation (OTI),1,228,NA,"Device mac address, IP address, Browsing History",150,2014
2018-09-20,Red Hook Recreation Center,Indoor,40.6724129997,-74.004303,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),3,53,NA,"Device mac address, IP address, Browsing History",150,2018
2014-12-30,Arlington - Brooklyn Public Library,Library,40.680687107,-73.887239509,Wifi Hotspots,BPL,Brooklyn Public Library (BPL),3,117201,NA,"Device mac address, IP address, Browsing History",150,2014
2006-01-01,East Flushing,Library,40.7575456796,-73.7843029637,Wifi Hotspots,QPL,Queens Public Library (QPL),4,145101,NA,"Device mac address, IP address, Browsing History",150,2006
2011-06-12,16,Outdoor,40.7041016002,-74.0092009996,Wifi Hotspots,Manhattan Down Alliance,Office of Technology and Innovation (OTI),1,9,NA,"Device mac address, IP address, Browsing History",150,2011
2018-09-20,Gertrude Ederle Recreation Center,Indoor,40.7714420004,-73.9881089996,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),1,147,NA,"Device mac address, IP address, Browsing History",150,2018
2013-07-30,Coney Island Beach & Boardwalk,Outdoor,40.5726640003,-73.9860389995,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),3,352,NA,"Device mac address, IP address, Browsing History",150,2013
2017-12-30,77 St (6),Subway Station,40.7736199998,-73.959874,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),1,128,NA,"Device mac address, IP address, Browsing History",150,2017
2018-09-20,Rockaway Beach and Boardwalk,Outdoor,40.580467,-73.8262720005,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,938,NA,"Device mac address, IP address, Browsing History",150,2018
2018-09-20,Alfred E. Smith Playground,Indoor,40.7102499999,-73.9979799999,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),1,25,NA,"Device mac address, IP address, Browsing History",150,2018
2017-12-30,Bedford-Nostrand Avs (G),Subway Station,40.6896269998,-73.9535219995,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),3,243,NA,"Device mac address, IP address, Browsing History",150,2017
2013-07-30,Crotona Park,Outdoor,40.8814770003,-73.8979510005,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,279,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-30,Crotona Park,Outdoor,40.8380580001,-73.8934780004,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,163,NA,"Device mac address, IP address, Browsing History",150,2013
2018-09-20,Roy Wilkins Recreation Center,Indoor,40.687191,-73.7695589996,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,426,NA,"Device mac address, IP address, Browsing History",150,2018
2022-09-30,138 Cumberland Walk,Outdoor,40.6943819998,-73.9746142004,Wifi Hotspots,NYCHA,New York City Housing Authority (NYCHA),3,18501,NA,"Device mac address, IP address, Browsing History",150,2022
2011-06-12,Prospect Park,Outdoor,40.6509000002,-73.9682999997,Wifi Hotspots,AT&T,Office of Technology and Innovation (OTI),3,177,NA,"Device mac address, IP address, Browsing History",150,2011
2013-07-31,Wolfe's Pond Park,Outdoor,40.5181669997,-74.1897649997,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),5,198,NA,"Device mac address, IP address, Browsing History",150,2013
2017-12-30,71 AV - CONTINENTAL AVE - FOREST HILLS,Subway Station,40.7216909996,-73.8445210005,Wifi Hotspots,Transit Wireless,Office of Technology and Innovation (OTI),4,739,NA,"Device mac address, IP address, Browsing History",150,2017
2011-06-12,31,Outdoor,40.7086982997,-74.0130997003,Wifi Hotspots,Manhattan Down Alliance,Office of Technology and Innovation (OTI),1,13,NA,"Device mac address, IP address, Browsing History",150,2011
2022-09-30,177 Myrtle Ave,Outdoor,40.6938589996,-73.9824761997,Wifi Hotspots,NYCHA,New York City Housing Authority (NYCHA),3,15,NA,"Device mac address, IP address, Browsing History",150,2022
2013-07-31,Juniper Valley Park,Outdoor,40.7205980001,-73.8773369995,Wifi Hotspots,SPECTRUM,Office of Technology and Innovation (OTI),4,663,NA,"Device mac address, IP address, Browsing History",150,2013
2013-07-30,Pelham Bay Park,Outdoor,40.8466060004,-73.8239519999,Wifi Hotspots,ALTICEUSA,Office of Technology and Innovation (OTI),2,27401,NA,"Device mac address, IP address, Browsing History",150,2013
